CATEGORY,MEASURE,SHORT_NAME,START_YEAR,END_YEAR,DC_block group,DC_county,DC_tract,MD_block group,MD_county,MD_tract,VA_ahec region,VA_block group,VA_civic association,VA_county,VA_health district,VA_planning district,VA_supervisor district,VA_tract,VA_zip code
business_climate,NAICS22_total_job_creation,Total Jobs Created in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_perc_job_creation_new,New Businesses Job Creation Rate in Utilities,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_perc_job_creation_active,Active Businesses Job Creation Rate in Utilities,2011,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_business_destruction_job,Businesses Eliminating Jobs in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_job_destruction_exit,Jobs Eliminated by Closed Businesses in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_job_destruction_active,Jobs Eliminated by Active Businesses in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_total_job_destruction,Total Jobs Eliminated in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_business_destruction_job,"Businesses Eliminating Jobs in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_job_destruction_active,"Jobs Eliminated by Active Businesses in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_total_job_destruction,"Total Jobs Eliminated in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Professional, Scientific, and Technical Services",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_business_destruction_job,Businesses Eliminating Jobs in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_job_destruction_exit,Jobs Eliminated by Closed Businesses in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_job_destruction_active,Jobs Eliminated by Active Businesses in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_total_job_destruction,Total Jobs Eliminated in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS23_perc_job_destruction_active,Active Businesses Job Destruction Rate in Construction,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_business_destruction_job,Businesses Eliminating Jobs in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_job_destruction_exit,Jobs Eliminated by Closed Businesses in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_job_destruction_active,Jobs Eliminated by Active Businesses in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_total_job_destruction,Total Jobs Eliminated in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_perc_job_destruction_active,Active Businesses Job Destruction Rate in Retail Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_business_destruction_job,Businesses Eliminating Jobs in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_job_destruction_exit,Jobs Eliminated by Closed Businesses in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_job_destruction_active,Jobs Eliminated by Active Businesses in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_total_job_destruction,Total Jobs Eliminated in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_perc_job_destruction_active,Active Businesses Job Destruction Rate in Information,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_business_destruction_job,Businesses Eliminating Jobs in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_job_destruction_exit,Jobs Eliminated by Closed Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_job_destruction_active,Jobs Eliminated by Active Businesses in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_total_job_destruction,Total Jobs Eliminated in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_perc_job_destruction_active,Active Businesses Job Destruction Rate in Administrative and Support and Waste Management and Remediation Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_business_destruction_job,Businesses Eliminating Jobs in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_job_destruction_exit,Jobs Eliminated by Closed Businesses in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_job_destruction_active,Jobs Eliminated by Active Businesses in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_total_job_destruction,Total Jobs Eliminated in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_perc_job_destruction_active,Active Businesses Job Destruction Rate in Health Care and Social Assistance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_business_destruction_job,Businesses Eliminating Jobs in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_job_destruction_exit,Jobs Eliminated by Closed Businesses in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_job_destruction_active,Jobs Eliminated by Active Businesses in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_total_job_destruction,Total Jobs Eliminated in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_perc_job_destruction_active,Active Businesses Job Destruction Rate in Other Services (except Public Administration),2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_business_destruction_job,Businesses Eliminating Jobs in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_job_destruction_exit,Jobs Eliminated by Closed Businesses in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_job_destruction_active,Jobs Eliminated by Active Businesses in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_total_job_destruction,Total Jobs Eliminated in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_perc_job_destruction_active,Active Businesses Job Destruction Rate in Manufacturing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_business_destruction_job,Businesses Eliminating Jobs in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_job_destruction_exit,Jobs Eliminated by Closed Businesses in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_job_destruction_active,Jobs Eliminated by Active Businesses in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_total_job_destruction,Total Jobs Eliminated in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_perc_job_destruction_active,Active Businesses Job Destruction Rate in Wholesale Trade,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_business_destruction_job,Businesses Eliminating Jobs in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_job_destruction_exit,Jobs Eliminated by Closed Businesses in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_job_destruction_active,Jobs Eliminated by Active Businesses in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_total_job_destruction,Total Jobs Eliminated in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_perc_job_destruction_active,Active Businesses Job Destruction Rate in Real Estate and Rental and Leasing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_business_destruction_job,Businesses Eliminating Jobs in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_job_destruction_exit,Jobs Eliminated by Closed Businesses in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_job_destruction_active,Jobs Eliminated by Active Businesses in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_total_job_destruction,Total Jobs Eliminated in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_perc_job_destruction_active,Active Businesses Job Destruction Rate in Educational Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_business_destruction_job,Businesses Eliminating Jobs in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_job_destruction_exit,Jobs Eliminated by Closed Businesses in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_job_destruction_active,Jobs Eliminated by Active Businesses in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_total_job_destruction,Total Jobs Eliminated in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_perc_job_destruction_active,Active Businesses Job Destruction Rate in Finance and Insurance,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_business_destruction_job,Businesses Eliminating Jobs in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_job_destruction_exit,Jobs Eliminated by Closed Businesses in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_job_destruction_active,Jobs Eliminated by Active Businesses in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_total_job_destruction,Total Jobs Eliminated in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS55_perc_job_destruction_active,Active Businesses Job Destruction Rate in Management of Companies and Enterprises,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS71_business_destruction_job,"Businesses Eliminating Jobs in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_job_destruction_active,"Jobs Eliminated by Active Businesses in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_total_job_destruction,"Total Jobs Eliminated in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Arts, Entertainment, and Recreation",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_business_destruction_job,Businesses Eliminating Jobs in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_job_destruction_exit,Jobs Eliminated by Closed Businesses in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_job_destruction_active,Jobs Eliminated by Active Businesses in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_total_job_destruction,Total Jobs Eliminated in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_perc_job_destruction_active,Active Businesses Job Destruction Rate in Accommodation and Food Services,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_perc_job_destruction_active,Active Businesses Job Destruction Rate in Nonclassifiable Establishments,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_business_destruction_job,Businesses Eliminating Jobs in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_job_destruction_exit,Jobs Eliminated by Closed Businesses in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_job_destruction_active,Jobs Eliminated by Active Businesses in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_total_job_destruction,Total Jobs Eliminated in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_perc_job_destruction_active,Active Businesses Job Destruction Rate in Transportation and Warehousing,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_business_destruction_job,"Businesses Eliminating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_active,"Jobs Eliminated by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_total_job_destruction,"Total Jobs Eliminated in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2012,2018,,,,,,,,X,,X,,,,X,
business_climate,NAICS11_business_destruction_job,"Businesses Eliminating Jobs in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_job_destruction_active,"Jobs Eliminated by Active Businesses in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_total_job_destruction,"Total Jobs Eliminated in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Agriculture, Forestry, Fishing and Hunting",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_business_destruction_job,Businesses Eliminating Jobs in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_job_destruction_exit,Jobs Eliminated by Closed Businesses in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_job_destruction_active,Jobs Eliminated by Active Businesses in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_total_job_destruction,Total Jobs Eliminated in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS92_perc_job_destruction_active,Active Businesses Job Destruction Rate in Public Administration,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_business_destruction_job,Businesses Eliminating Jobs in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_exit,Jobs Eliminated by Closed Businesses in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_active,Jobs Eliminated by Active Businesses in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_total_job_destruction,Total Jobs Eliminated in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_active,Active Businesses Job Destruction Rate in Utilities,2011,2019,,,,,,,,X,,X,,,,X,
business_climate,NAICS23_total_employment,Total Employment in Construction,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS31_33_total_employment,Total Employment in Manufacturing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS42_total_employment,Total Employment in Wholesale Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS44_45_total_employment,Total Employment in Retail Trade,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS51_total_employment,Total Employment in Information,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS52_total_employment,Total Employment in Finance and Insurance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS54_total_employment,"Total Employment in Professional, Scientific, and Technical Services",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS56_total_employment,Total Employment in Administrative and Support and Waste Management and Remediation Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS61_total_employment,Total Employment in Educational Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS62_total_employment,Total Employment in Health Care and Social Assistance,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS71_total_employment,"Total Employment in Arts, Entertainment, and Recreation",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS81_total_employment,Total Employment in Other Services (except Public Administration),2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS99_total_employment,Total Employment in Nonclassifiable Establishments,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS48_49_total_employment,Total Employment in Transportation and Warehousing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS53_total_employment,Total Employment in Real Estate and Rental and Leasing,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_total_employment,Total Employment in Management of Companies and Enterprises,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS72_total_employment,Total Employment in Accommodation and Food Services,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS11_total_employment,"Total Employment in Agriculture, Forestry, Fishing and Hunting",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_total_employment,"Total Employment in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_total_employment,Total Employment in Public Administration,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_total_employment,Total Employment in Utilities,2010,2020,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_business_create_job,"Businesses Creating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_job_creation_new,"Jobs Created by New Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_job_creation_active,"Jobs Created by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_total_job_creation,"Total Jobs Created in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,,,,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_business_create_job,Businesses Creating Jobs in Management of Companies and Enterprises,2010,2020,X,X,X,,,,,X,,X,,,,X,
business_climate,NAICS55_job_creation_new,Jobs Created by New Businesses in Management of Companies and Enterprises,2010,2020,X,X,X,,,,,X,,X,,,,X,
business_climate,NAICS55_job_creation_active,Jobs Created by Active Businesses in Management of Companies and Enterprises,2010,2020,X,X,X,,,,,X,,X,,,,X,
business_climate,NAICS55_total_job_creation,Total Jobs Created in Management of Companies and Enterprises,2010,2020,X,X,X,,,,,X,,X,,,,X,
business_climate,NAICS22_business_destruction_job,Businesses Eliminating Jobs in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_exit,Jobs Eliminated by Closed Businesses in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_job_destruction_active,Jobs Eliminated by Active Businesses in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_total_job_destruction,Total Jobs Eliminated in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_business_destruction_job,Businesses Eliminating Jobs in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_job_destruction_exit,Jobs Eliminated by Closed Businesses in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_job_destruction_active,Jobs Eliminated by Active Businesses in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_total_job_destruction,Total Jobs Eliminated in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS55_perc_job_destruction_active,Active Businesses Job Destruction Rate in Management of Companies and Enterprises,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS22_perc_job_destruction_active,Active Businesses Job Destruction Rate in Utilities,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_business_destruction_job,"Businesses Eliminating Jobs in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_exit,"Jobs Eliminated by Closed Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_job_destruction_active,"Jobs Eliminated by Active Businesses in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_total_job_destruction,"Total Jobs Eliminated in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_exit,"Closed Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS21_perc_job_destruction_active,"Active Businesses Job Destruction Rate in Mining, Quarrying, and Oil and Gas Extraction",2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,NAICS92_business_destruction_job,Businesses Eliminating Jobs in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS92_job_destruction_exit,Jobs Eliminated by Closed Businesses in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS92_job_destruction_active,Jobs Eliminated by Active Businesses in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS92_total_job_destruction,Total Jobs Eliminated in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS92_perc_job_destruction_exit,Closed Businesses Job Destruction Rate in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS92_perc_job_destruction_active,Active Businesses Job Destruction Rate in Public Administration,2010,2019,,,,X,X,X,,,,,,,,,
business_climate,NAICS11_Herfindalh_Hirschman_index,"Herfindalh Hirschman Index in Agriculture, Forestry, Fishing and Hunting",2010,2020,,X,,,X,,,,,X,,,,,
business_climate,NAICS21_Herfindalh_Hirschman_index,"Herfindalh Hirschman Index in Mining, Quarrying, and Oil and Gas Extraction",2010,2020,,X,,,X,,,,,X,,,,,
