geoid,access_care_quintile,access_care_level,region_name,region_type
51165010500,4,High,"Census Tract 105, Rockingham County, Virginia",tract
51165011900,5,Very High,"Census Tract 119, Rockingham County, Virginia",tract
51165010200,5,Very High,"Census Tract 102, Rockingham County, Virginia",tract
51165010300,5,Very High,"Census Tract 103, Rockingham County, Virginia",tract
51165012000,5,Very High,"Census Tract 120, Rockingham County, Virginia",tract
51167030100,2,Low,"Census Tract 301, Russell County, Virginia",tract
51167030500,2,Low,"Census Tract 305, Russell County, Virginia",tract
51167030401,3,Average,"Census Tract 304.01, Russell County, Virginia",tract
51167030200,4,High,"Census Tract 302, Russell County, Virginia",tract
51167030300,5,Very High,"Census Tract 303, Russell County, Virginia",tract
51167030600,5,Very High,"Census Tract 306, Russell County, Virginia",tract
51167030402,5,Very High,"Census Tract 304.02, Russell County, Virginia",tract
51775010100,5,Very High,"Census Tract 101, Salem city, Virginia",tract
51775010200,5,Very High,"Census Tract 102, Salem city, Virginia",tract
51775010300,5,Very High,"Census Tract 103, Salem city, Virginia",tract
51775010502,5,Very High,"Census Tract 105.02, Salem city, Virginia",tract
51775010501,5,Very High,"Census Tract 105.01, Salem city, Virginia",tract
51169030100,2,Low,"Census Tract 301, Scott County, Virginia",tract
51169030600,2,Low,"Census Tract 306, Scott County, Virginia",tract
51169030500,2,Low,"Census Tract 305, Scott County, Virginia",tract
51169030400,2,Low,"Census Tract 304, Scott County, Virginia",tract
51169030200,4,High,"Census Tract 302, Scott County, Virginia",tract
51169030300,4,High,"Census Tract 303, Scott County, Virginia",tract
51171040700,1,Very Low,"Census Tract 407, Shenandoah County, Virginia",tract
51171040800,1,Very Low,"Census Tract 408, Shenandoah County, Virginia",tract
51171040400,1,Very Low,"Census Tract 404, Shenandoah County, Virginia",tract
51171040500,1,Very Low,"Census Tract 405, Shenandoah County, Virginia",tract
51171040600,1,Very Low,"Census Tract 406, Shenandoah County, Virginia",tract
51171040201,1,Very Low,"Census Tract 402.01, Shenandoah County, Virginia",tract
51171040300,5,Very High,"Census Tract 403, Shenandoah County, Virginia",tract
51171040100,5,Very High,"Census Tract 401, Shenandoah County, Virginia",tract
51171040202,5,Very High,"Census Tract 402.02, Shenandoah County, Virginia",tract
51173030500,1,Very Low,"Census Tract 305, Smyth County, Virginia",tract
51173030600,1,Very Low,"Census Tract 306, Smyth County, Virginia",tract
51173030302,1,Very Low,"Census Tract 303.02, Smyth County, Virginia",tract
51173030100,2,Low,"Census Tract 301, Smyth County, Virginia",tract
51173030400,2,Low,"Census Tract 304, Smyth County, Virginia",tract
51173030702,2,Low,"Census Tract 307.02, Smyth County, Virginia",tract
51173030301,2,Low,"Census Tract 303.01, Smyth County, Virginia",tract
51173030200,3,Average,"Census Tract 302, Smyth County, Virginia",tract
51173030701,3,Average,"Census Tract 307.01, Smyth County, Virginia",tract
51175200100,1,Very Low,"Census Tract 2001, Southampton County, Virginia",tract
51175200200,1,Very Low,"Census Tract 2002, Southampton County, Virginia",tract
51175200500,1,Very Low,"Census Tract 2005, Southampton County, Virginia",tract
51175200300,1,Very Low,"Census Tract 2003, Southampton County, Virginia",tract
51175200400,1,Very Low,"Census Tract 2004, Southampton County, Virginia",tract
51177020104,1,Very Low,"Census Tract 201.04, Spotsylvania County, Virginia",tract
51177020106,1,Very Low,"Census Tract 201.06, Spotsylvania County, Virginia",tract
51177020108,1,Very Low,"Census Tract 201.08, Spotsylvania County, Virginia",tract
51177020105,1,Very Low,"Census Tract 201.05, Spotsylvania County, Virginia",tract
51177020109,1,Very Low,"Census Tract 201.09, Spotsylvania County, Virginia",tract
51177020407,1,Very Low,"Census Tract 204.07, Spotsylvania County, Virginia",tract
51177020405,1,Very Low,"Census Tract 204.05, Spotsylvania County, Virginia",tract
51177020310,1,Very Low,"Census Tract 203.10, Spotsylvania County, Virginia",tract
51177020309,1,Very Low,"Census Tract 203.09, Spotsylvania County, Virginia",tract
51177020307,1,Very Low,"Census Tract 203.07, Spotsylvania County, Virginia",tract
51177020306,1,Very Low,"Census Tract 203.06, Spotsylvania County, Virginia",tract
51177020113,1,Very Low,"Census Tract 201.13, Spotsylvania County, Virginia",tract
51177020114,1,Very Low,"Census Tract 201.14, Spotsylvania County, Virginia",tract
51177020112,1,Very Low,"Census Tract 201.12, Spotsylvania County, Virginia",tract
51177020110,1,Very Low,"Census Tract 201.10, Spotsylvania County, Virginia",tract
51177020308,1,Very Low,"Census Tract 203.08, Spotsylvania County, Virginia",tract
51177020305,1,Very Low,"Census Tract 203.05, Spotsylvania County, Virginia",tract
51177020204,1,Very Low,"Census Tract 202.04, Spotsylvania County, Virginia",tract
51177020311,1,Very Low,"Census Tract 203.11, Spotsylvania County, Virginia",tract
51177020403,1,Very Low,"Census Tract 204.03, Spotsylvania County, Virginia",tract
51177020406,1,Very Low,"Census Tract 204.06, Spotsylvania County, Virginia",tract
51177020202,1,Very Low,"Census Tract 202.02, Spotsylvania County, Virginia",tract
51177020203,1,Very Low,"Census Tract 202.03, Spotsylvania County, Virginia",tract
51177020304,1,Very Low,"Census Tract 203.04, Spotsylvania County, Virginia",tract
51177020107,1,Very Low,"Census Tract 201.07, Spotsylvania County, Virginia",tract
51177020404,1,Very Low,"Census Tract 204.04, Spotsylvania County, Virginia",tract
51177020201,1,Very Low,"Census Tract 202.01, Spotsylvania County, Virginia",tract
51177020111,1,Very Low,"Census Tract 201.11, Spotsylvania County, Virginia",tract
51177020205,1,Very Low,"Census Tract 202.05, Spotsylvania County, Virginia",tract
51177020408,2,Low,"Census Tract 204.08, Spotsylvania County, Virginia",tract
51179010503,1,Very Low,"Census Tract 105.03, Stafford County, Virginia",tract
51179010204,1,Very Low,"Census Tract 102.04, Stafford County, Virginia",tract
51179010403,1,Very Low,"Census Tract 104.03, Stafford County, Virginia",tract
51179010404,1,Very Low,"Census Tract 104.04, Stafford County, Virginia",tract
51179010406,1,Very Low,"Census Tract 104.06, Stafford County, Virginia",tract
51179010405,1,Very Low,"Census Tract 104.05, Stafford County, Virginia",tract
51179010504,1,Very Low,"Census Tract 105.04, Stafford County, Virginia",tract
51179010502,1,Very Low,"Census Tract 105.02, Stafford County, Virginia",tract
51179010303,1,Very Low,"Census Tract 103.03, Stafford County, Virginia",tract
51179010106,1,Very Low,"Census Tract 101.06, Stafford County, Virginia",tract
51179010304,1,Very Low,"Census Tract 103.04, Stafford County, Virginia",tract
51179010305,1,Very Low,"Census Tract 103.05, Stafford County, Virginia",tract
51179010105,2,Low,"Census Tract 101.05, Stafford County, Virginia",tract
51179010202,2,Low,"Census Tract 102.02, Stafford County, Virginia",tract
51179010206,2,Low,"Census Tract 102.06, Stafford County, Virginia",tract
51179010207,2,Low,"Census Tract 102.07, Stafford County, Virginia",tract
51179010301,2,Low,"Census Tract 103.01, Stafford County, Virginia",tract
51179010205,2,Low,"Census Tract 102.05, Stafford County, Virginia",tract
51179010210,2,Low,"Census Tract 102.10, Stafford County, Virginia",tract
51179010103,2,Low,"Census Tract 101.03, Stafford County, Virginia",tract
51179010212,2,Low,"Census Tract 102.12, Stafford County, Virginia",tract
51179010214,2,Low,"Census Tract 102.14, Stafford County, Virginia",tract
51179010107,2,Low,"Census Tract 101.07, Stafford County, Virginia",tract
51179010211,2,Low,"Census Tract 102.11, Stafford County, Virginia",tract
51179010213,2,Low,"Census Tract 102.13, Stafford County, Virginia",tract
51179010201,3,Average,"Census Tract 102.01, Stafford County, Virginia",tract
51179010108,3,Average,"Census Tract 101.08, Stafford County, Virginia",tract
51790000100,3,Average,"Census Tract 1, Staunton city, Virginia",tract
51790000200,3,Average,"Census Tract 2, Staunton city, Virginia",tract
51790000300,3,Average,"Census Tract 3, Staunton city, Virginia",tract
51790000500,3,Average,"Census Tract 5, Staunton city, Virginia",tract
51790000400,3,Average,"Census Tract 4, Staunton city, Virginia",tract
51790000600,3,Average,"Census Tract 6, Staunton city, Virginia",tract
51800075703,1,Very Low,"Census Tract 757.03, Suffolk city, Virginia",tract
51800075803,1,Very Low,"Census Tract 758.03, Suffolk city, Virginia",tract
51800075801,1,Very Low,"Census Tract 758.01, Suffolk city, Virginia",tract
51800075802,1,Very Low,"Census Tract 758.02, Suffolk city, Virginia",tract
51800075602,1,Very Low,"Census Tract 756.02, Suffolk city, Virginia",tract
51800075201,2,Low,"Census Tract 752.01, Suffolk city, Virginia",tract
51800075405,2,Low,"Census Tract 754.05, Suffolk city, Virginia",tract
51800075702,2,Low,"Census Tract 757.02, Suffolk city, Virginia",tract
51800075701,2,Low,"Census Tract 757.01, Suffolk city, Virginia",tract
51800075203,2,Low,"Census Tract 752.03, Suffolk city, Virginia",tract
51800075202,2,Low,"Census Tract 752.02, Suffolk city, Virginia",tract
51800075404,2,Low,"Census Tract 754.04, Suffolk city, Virginia",tract
51800065100,3,Average,"Census Tract 651, Suffolk city, Virginia",tract
51800065300,3,Average,"Census Tract 653, Suffolk city, Virginia",tract
51800065400,3,Average,"Census Tract 654, Suffolk city, Virginia",tract
51800065500,3,Average,"Census Tract 655, Suffolk city, Virginia",tract
51800065200,3,Average,"Census Tract 652, Suffolk city, Virginia",tract
51800075302,3,Average,"Census Tract 753.02, Suffolk city, Virginia",tract
51800075501,3,Average,"Census Tract 755.01, Suffolk city, Virginia",tract
51800075601,3,Average,"Census Tract 756.01, Suffolk city, Virginia",tract
51800075301,3,Average,"Census Tract 753.01, Suffolk city, Virginia",tract
51800075204,3,Average,"Census Tract 752.04, Suffolk city, Virginia",tract
51800075102,3,Average,"Census Tract 751.02, Suffolk city, Virginia",tract
51800075401,3,Average,"Census Tract 754.01, Suffolk city, Virginia",tract
51800075402,3,Average,"Census Tract 754.02, Suffolk city, Virginia",tract
51800075403,3,Average,"Census Tract 754.03, Suffolk city, Virginia",tract
51800075502,4,High,"Census Tract 755.02, Suffolk city, Virginia",tract
51800075101,4,High,"Census Tract 751.01, Suffolk city, Virginia",tract
51181860100,1,Very Low,"Census Tract 8601, Surry County, Virginia",tract
51181860200,1,Very Low,"Census Tract 8602, Surry County, Virginia",tract
51183870100,1,Very Low,"Census Tract 8701, Sussex County, Virginia",tract
51183870300,1,Very Low,"Census Tract 8703, Sussex County, Virginia",tract
51183870400,1,Very Low,"Census Tract 8704, Sussex County, Virginia",tract
51183870201,1,Very Low,"Census Tract 8702.01, Sussex County, Virginia",tract
51183870202,1,Very Low,"Census Tract 8702.02, Sussex County, Virginia",tract
51185020200,1,Very Low,"Census Tract 202, Tazewell County, Virginia",tract
51185020100,1,Very Low,"Census Tract 201, Tazewell County, Virginia",tract
51185020800,2,Low,"Census Tract 208, Tazewell County, Virginia",tract
51185020300,2,Low,"Census Tract 203, Tazewell County, Virginia",tract
51185020400,2,Low,"Census Tract 204, Tazewell County, Virginia",tract
51185020600,2,Low,"Census Tract 206, Tazewell County, Virginia",tract
51185020900,3,Average,"Census Tract 209, Tazewell County, Virginia",tract
51185020700,4,High,"Census Tract 207, Tazewell County, Virginia",tract
51185021100,4,High,"Census Tract 211, Tazewell County, Virginia",tract
51185020500,4,High,"Census Tract 205, Tazewell County, Virginia",tract
51185021000,4,High,"Census Tract 210, Tazewell County, Virginia",tract
51810045421,1,Very Low,"Census Tract 454.21, Virginia Beach city, Virginia",tract
51810045423,1,Very Low,"Census Tract 454.23, Virginia Beach city, Virginia",tract
51810045424,1,Very Low,"Census Tract 454.24, Virginia Beach city, Virginia",tract
51810045412,1,Very Low,"Census Tract 454.12, Virginia Beach city, Virginia",tract
51810045425,1,Very Low,"Census Tract 454.25, Virginia Beach city, Virginia",tract
51810043400,1,Very Low,"Census Tract 434, Virginia Beach city, Virginia",tract
51810043600,1,Very Low,"Census Tract 436, Virginia Beach city, Virginia",tract
51810043800,1,Very Low,"Census Tract 438, Virginia Beach city, Virginia",tract
51810044001,1,Very Low,"Census Tract 440.01, Virginia Beach city, Virginia",tract
51810045000,1,Very Low,"Census Tract 450, Virginia Beach city, Virginia",tract
51810044806,1,Very Low,"Census Tract 448.06, Virginia Beach city, Virginia",tract
51810045200,1,Very Low,"Census Tract 452, Virginia Beach city, Virginia",tract
51810045408,1,Very Low,"Census Tract 454.08, Virginia Beach city, Virginia",tract
51810045417,1,Very Low,"Census Tract 454.17, Virginia Beach city, Virginia",tract
51810046400,1,Very Low,"Census Tract 464, Virginia Beach city, Virginia",tract
51810044200,1,Very Low,"Census Tract 442, Virginia Beach city, Virginia",tract
51810045420,1,Very Low,"Census Tract 454.20, Virginia Beach city, Virginia",tract
51810044004,1,Very Low,"Census Tract 440.04, Virginia Beach city, Virginia",tract
51810044003,1,Very Low,"Census Tract 440.03, Virginia Beach city, Virginia",tract
51810045426,1,Very Low,"Census Tract 454.26, Virginia Beach city, Virginia",tract
51810045427,1,Very Low,"Census Tract 454.27, Virginia Beach city, Virginia",tract
51810045428,1,Very Low,"Census Tract 454.28, Virginia Beach city, Virginia",tract
51810045422,2,Low,"Census Tract 454.22, Virginia Beach city, Virginia",tract
51810046015,2,Low,"Census Tract 460.15, Virginia Beach city, Virginia",tract
51810046016,2,Low,"Census Tract 460.16, Virginia Beach city, Virginia",tract
51810045807,2,Low,"Census Tract 458.07, Virginia Beach city, Virginia",tract
51810046014,2,Low,"Census Tract 460.14, Virginia Beach city, Virginia",tract
51810046223,2,Low,"Census Tract 462.23, Virginia Beach city, Virginia",tract
51810046222,2,Low,"Census Tract 462.22, Virginia Beach city, Virginia",tract
51810040600,2,Low,"Census Tract 406, Virginia Beach city, Virginia",tract
51810041004,2,Low,"Census Tract 410.04, Virginia Beach city, Virginia",tract
51810041002,2,Low,"Census Tract 410.02, Virginia Beach city, Virginia",tract
51810041200,2,Low,"Census Tract 412, Virginia Beach city, Virginia",tract
51810046225,2,Low,"Census Tract 462.25, Virginia Beach city, Virginia",tract
51810046224,2,Low,"Census Tract 462.24, Virginia Beach city, Virginia",tract
51810045603,2,Low,"Census Tract 456.03, Virginia Beach city, Virginia",tract
51810041400,2,Low,"Census Tract 414, Virginia Beach city, Virginia",tract
51810041600,2,Low,"Census Tract 416, Virginia Beach city, Virginia",tract
51810042201,2,Low,"Census Tract 422.01, Virginia Beach city, Virginia",tract
51810042000,2,Low,"Census Tract 420, Virginia Beach city, Virginia",tract
51810042202,2,Low,"Census Tract 422.02, Virginia Beach city, Virginia",tract
51810042400,2,Low,"Census Tract 424, Virginia Beach city, Virginia",tract
51810042600,2,Low,"Census Tract 426, Virginia Beach city, Virginia",tract
51810043002,2,Low,"Census Tract 430.02, Virginia Beach city, Virginia",tract
51810040801,2,Low,"Census Tract 408.01, Virginia Beach city, Virginia",tract
51810043200,2,Low,"Census Tract 432, Virginia Beach city, Virginia",tract
51810044401,2,Low,"Census Tract 444.01, Virginia Beach city, Virginia",tract
51810044402,2,Low,"Census Tract 444.02, Virginia Beach city, Virginia",tract
51810044600,2,Low,"Census Tract 446, Virginia Beach city, Virginia",tract
51810044807,2,Low,"Census Tract 448.07, Virginia Beach city, Virginia",tract
51810044805,2,Low,"Census Tract 448.05, Virginia Beach city, Virginia",tract
51810044808,2,Low,"Census Tract 448.08, Virginia Beach city, Virginia",tract
51810045414,2,Low,"Census Tract 454.14, Virginia Beach city, Virginia",tract
51810045415,2,Low,"Census Tract 454.15, Virginia Beach city, Virginia",tract
51810045405,2,Low,"Census Tract 454.05, Virginia Beach city, Virginia",tract
51810045406,2,Low,"Census Tract 454.06, Virginia Beach city, Virginia",tract
51810045407,2,Low,"Census Tract 454.07, Virginia Beach city, Virginia",tract
51810045810,2,Low,"Census Tract 458.10, Virginia Beach city, Virginia",tract
51810045601,2,Low,"Census Tract 456.01, Virginia Beach city, Virginia",tract
51810045805,2,Low,"Census Tract 458.05, Virginia Beach city, Virginia",tract
51810045801,2,Low,"Census Tract 458.01, Virginia Beach city, Virginia",tract
51810045803,2,Low,"Census Tract 458.03, Virginia Beach city, Virginia",tract
51810046009,2,Low,"Census Tract 460.09, Virginia Beach city, Virginia",tract
51810046002,2,Low,"Census Tract 460.02, Virginia Beach city, Virginia",tract
51810046005,2,Low,"Census Tract 460.05, Virginia Beach city, Virginia",tract
51810046006,2,Low,"Census Tract 460.06, Virginia Beach city, Virginia",tract
51810046211,2,Low,"Census Tract 462.11, Virginia Beach city, Virginia",tract
51810046012,2,Low,"Census Tract 460.12, Virginia Beach city, Virginia",tract
51810046013,2,Low,"Census Tract 460.13, Virginia Beach city, Virginia",tract
51810046206,2,Low,"Census Tract 462.06, Virginia Beach city, Virginia",tract
51810046213,2,Low,"Census Tract 462.13, Virginia Beach city, Virginia",tract
51810046207,2,Low,"Census Tract 462.07, Virginia Beach city, Virginia",tract
51810040000,2,Low,"Census Tract 400, Virginia Beach city, Virginia",tract
51810040802,2,Low,"Census Tract 408.02, Virginia Beach city, Virginia",tract
51810041003,2,Low,"Census Tract 410.03, Virginia Beach city, Virginia",tract
51810041801,2,Low,"Census Tract 418.01, Virginia Beach city, Virginia",tract
51810041802,2,Low,"Census Tract 418.02, Virginia Beach city, Virginia",tract
51810042802,2,Low,"Census Tract 428.02, Virginia Beach city, Virginia",tract
51810042801,2,Low,"Census Tract 428.01, Virginia Beach city, Virginia",tract
51810045806,2,Low,"Census Tract 458.06, Virginia Beach city, Virginia",tract
51810045808,2,Low,"Census Tract 458.08, Virginia Beach city, Virginia",tract
51810045809,2,Low,"Census Tract 458.09, Virginia Beach city, Virginia",tract
51810046011,2,Low,"Census Tract 460.11, Virginia Beach city, Virginia",tract
51810046212,2,Low,"Census Tract 462.12, Virginia Beach city, Virginia",tract
51810046214,2,Low,"Census Tract 462.14, Virginia Beach city, Virginia",tract
51810046216,2,Low,"Census Tract 462.16, Virginia Beach city, Virginia",tract
51810046219,2,Low,"Census Tract 462.19, Virginia Beach city, Virginia",tract
51810046217,2,Low,"Census Tract 462.17, Virginia Beach city, Virginia",tract
51810045604,2,Low,"Census Tract 456.04, Virginia Beach city, Virginia",tract
51810043003,2,Low,"Census Tract 430.03, Virginia Beach city, Virginia",tract
51810043004,2,Low,"Census Tract 430.04, Virginia Beach city, Virginia",tract
51810040200,3,Average,"Census Tract 402, Virginia Beach city, Virginia",tract
51810046221,3,Average,"Census Tract 462.21, Virginia Beach city, Virginia",tract
51810046220,3,Average,"Census Tract 462.20, Virginia Beach city, Virginia",tract
51810040404,3,Average,"Census Tract 404.04, Virginia Beach city, Virginia",tract
51810040402,3,Average,"Census Tract 404.02, Virginia Beach city, Virginia",tract
51810046204,3,Average,"Census Tract 462.04, Virginia Beach city, Virginia",tract
51810040403,3,Average,"Census Tract 404.03, Virginia Beach city, Virginia",tract
51810046010,3,Average,"Census Tract 460.10, Virginia Beach city, Virginia",tract
51187020100,4,High,"Census Tract 201, Warren County, Virginia",tract
51187020200,5,Very High,"Census Tract 202, Warren County, Virginia",tract
51187020300,5,Very High,"Census Tract 203, Warren County, Virginia",tract
51187020400,5,Very High,"Census Tract 204, Warren County, Virginia",tract
51187020700,5,Very High,"Census Tract 207, Warren County, Virginia",tract
51187020500,5,Very High,"Census Tract 205, Warren County, Virginia",tract
51187020602,5,Very High,"Census Tract 206.02, Warren County, Virginia",tract
51187020601,5,Very High,"Census Tract 206.01, Warren County, Virginia",tract
51191010100,1,Very Low,"Census Tract 101, Washington County, Virginia",tract
51191011000,1,Very Low,"Census Tract 110, Washington County, Virginia",tract
51191010200,1,Very Low,"Census Tract 102, Washington County, Virginia",tract
51191010401,1,Very Low,"Census Tract 104.01, Washington County, Virginia",tract
51191010300,2,Low,"Census Tract 103, Washington County, Virginia",tract
51191010900,2,Low,"Census Tract 109, Washington County, Virginia",tract
51191010402,2,Low,"Census Tract 104.02, Washington County, Virginia",tract
51191010501,2,Low,"Census Tract 105.01, Washington County, Virginia",tract
51191010502,2,Low,"Census Tract 105.02, Washington County, Virginia",tract
51191010700,3,Average,"Census Tract 107, Washington County, Virginia",tract
51191010800,3,Average,"Census Tract 108, Washington County, Virginia",tract
51191010601,3,Average,"Census Tract 106.01, Washington County, Virginia",tract
51191010602,3,Average,"Census Tract 106.02, Washington County, Virginia",tract
51820003200,1,Very Low,"Census Tract 32, Waynesboro city, Virginia",tract
51820003500,5,Very High,"Census Tract 35, Waynesboro city, Virginia",tract
51820003100,5,Very High,"Census Tract 31, Waynesboro city, Virginia",tract
51820003300,5,Very High,"Census Tract 33, Waynesboro city, Virginia",tract
51820003400,5,Very High,"Census Tract 34, Waynesboro city, Virginia",tract
51193010100,1,Very Low,"Census Tract 101, Westmoreland County, Virginia",tract
51193010200,1,Very Low,"Census Tract 102, Westmoreland County, Virginia",tract
51193010300,1,Very Low,"Census Tract 103, Westmoreland County, Virginia",tract
51193010400,1,Very Low,"Census Tract 104, Westmoreland County, Virginia",tract
51830370300,1,Very Low,"Census Tract 3703, Williamsburg city, Virginia",tract
51830370200,1,Very Low,"Census Tract 3702, Williamsburg city, Virginia",tract
51830370100,1,Very Low,"Census Tract 3701, Williamsburg city, Virginia",tract
51840000201,3,Average,"Census Tract 2.01, Winchester city, Virginia",tract
51840000202,3,Average,"Census Tract 2.02, Winchester city, Virginia",tract
51840000302,3,Average,"Census Tract 3.02, Winchester city, Virginia",tract
51840000100,3,Average,"Census Tract 1, Winchester city, Virginia",tract
51840000301,3,Average,"Census Tract 3.01, Winchester city, Virginia",tract
51195931400,2,Low,"Census Tract 9314, Wise County, Virginia",tract
51195930700,2,Low,"Census Tract 9307, Wise County, Virginia",tract
51195931500,2,Low,"Census Tract 9315, Wise County, Virginia",tract
51195931000,2,Low,"Census Tract 9310, Wise County, Virginia",tract
51195930900,2,Low,"Census Tract 9309, Wise County, Virginia",tract
51195931600,2,Low,"Census Tract 9316, Wise County, Virginia",tract
51195930800,2,Low,"Census Tract 9308, Wise County, Virginia",tract
51195931200,4,High,"Census Tract 9312, Wise County, Virginia",tract
51195931300,5,Very High,"Census Tract 9313, Wise County, Virginia",tract
51195931100,5,Very High,"Census Tract 9311, Wise County, Virginia",tract
51195931700,5,Very High,"Census Tract 9317, Wise County, Virginia",tract
51197050401,2,Low,"Census Tract 504.01, Wythe County, Virginia",tract
51197050402,2,Low,"Census Tract 504.02, Wythe County, Virginia",tract
51197050100,4,High,"Census Tract 501, Wythe County, Virginia",tract
51197050200,5,Very High,"Census Tract 502, Wythe County, Virginia",tract
51197050302,5,Very High,"Census Tract 503.02, Wythe County, Virginia",tract
51197050301,5,Very High,"Census Tract 503.01, Wythe County, Virginia",tract
51199050500,1,Very Low,"Census Tract 505, York County, Virginia",tract
51199050900,1,Very Low,"Census Tract 509, York County, Virginia",tract
51199051100,1,Very Low,"Census Tract 511, York County, Virginia",tract
51199051000,1,Very Low,"Census Tract 510, York County, Virginia",tract
51199050401,2,Low,"Census Tract 504.01, York County, Virginia",tract
51199050402,2,Low,"Census Tract 504.02, York County, Virginia",tract
51199050303,2,Low,"Census Tract 503.03, York County, Virginia",tract
51199050306,2,Low,"Census Tract 503.06, York County, Virginia",tract
51199050304,3,Average,"Census Tract 503.04, York County, Virginia",tract
51199050305,3,Average,"Census Tract 503.05, York County, Virginia",tract
51199050205,4,High,"Census Tract 502.05, York County, Virginia",tract
51199050204,4,High,"Census Tract 502.04, York County, Virginia",tract
51199050203,4,High,"Census Tract 502.03, York County, Virginia",tract
51199050206,4,High,"Census Tract 502.06, York County, Virginia",tract
